Time,Open,High,Low,Close,Volume,  KDJ.K     ,  KDJ.D     ,mlcadd,mlcdec
20151009,1137.6,1159.64,1130.04,1155.62,0,66.814,55.672,0,0
20151016,1155.13,1191.47,1151.76,1176.59,0,72.528,61.291,0,0
20151023,1176.55,1180.59,1158.9,1164.03,0,71.823,64.801,0,0
20151030,1163.91,1182.84,1139.25,1141.63,0,63.301,64.301,0,0
20151106,1141.61,1142.89,1085.36,1089.6,0,43.533,57.378,0,0
20151113,1089.91,1095.65,1074.03,1083.7,0,31.766,48.841,0,0
20151120,1088.04,1098.09,1065.32,1077.85,0,24.489,40.724,0,0
20151127,1076.87,1081,1052.65,1057.88,0,17.582,33.01,0,0
20151204,1057.4,1088.83,1046.28,1085.88,0,20.813,28.944,0,0
20151211,1086.11,1086.58,1062.4,1074.29,0,20.306,26.064,0,0
20151218,1073.23,1078.25,1047.59,1066.12,0,18.38,23.503,1,0
20151225,1065.67,1081.58,1063.81,1076.41,0,19.608,22.205,0,0
20160101,1075.73,1076.91,1058.28,1061.39,0,18.285,20.898,0,0
20160108,1062.31,1112.78,1061.7,1104.21,0,41.228,27.675,0,0
20160115,1103.87,1108.44,1071.36,1088.63,0,48.713,34.688,0,0
20160122,1089.06,1109.36,1082.42,1097.68,0,58.24,42.538,0,0
20160129,1097.29,1127.97,1097.13,1118.09,0,68.128,51.068,0,0
20160205,1116.83,1174.45,1116.15,1173.09,0,78.395,60.177,0,0
20160212,1172.8,1263.21,1164.2,1237.24,0,81.582,67.312,0,0
20160219,1235.07,1239.89,1190.79,1226.04,0,81.675,72.1,0,0
20160226,1225.58,1253.17,1201.89,1222.31,0,81.131,75.11,0,0
20160304,1222.29,1279.64,1215.63,1258.73,0,84.222,78.148,0,0
20160311,1259.71,1283.95,1236.97,1250.23,0,84.194,80.163,0,0
20160318,1249.91,1270.85,1225.67,1255.06,0,84.685,81.67,0,0
20160325,1254.58,1260,1212.33,1216.59,0,77.771,80.371,0,0
20160401,1216.04,1243.92,1208.31,1221.95,0,72.864,77.868,0,0
20160408,1220.48,1243.21,1214.51,1239.31,0,69.484,75.074,0,0
20160415,1239.88,1262.56,1223.72,1233.84,0,61.726,70.624,0,0
20160422,1234.35,1270.17,1220.21,1232.2,0,53.463,64.904,0,0
20160429,1232.92,1296.63,1230.03,1292.82,0,67.537,65.782,0,0
20160506,1291.22,1303.66,1268.74,1288.1,0,72.919,68.161,0,0
20160513,1286.27,1287.54,1256.73,1272.63,0,71.098,69.14,0,0
20160520,1271.47,1288.64,1243.89,1251.91,0,62.641,66.973,0,0
20160527,1250.71,1255.94,1206.71,1212.71,0,43.823,59.257,0,0
20160603,1212.76,1244.72,1199.76,1243.86,0,43.364,53.959,0,0
20160610,1242.46,1278.1,1234.72,1273.55,0,52.583,53.5,0,0
20160617,1275.49,1315.53,1272.44,1298.31,0,63.43,56.81,0,0
20160624,1288.76,1358.23,1250.26,1315.27,0,66.584,60.068,0,0
20160701,1318.54,1344.46,1305.45,1341.42,0,74.187,64.774,0,0
20160708,1341.8,1375.09,1335.54,1365.88,0,81.04,70.196,0,0
20160715,1367.07,1375.05,1320.19,1337.22,0,80.16,73.518,0,0
20160722,1333.12,1337.54,1310.64,1321.94,0,76.669,74.568,0,0
20160729,1322.36,1354.96,1312.3,1350.42,0,79.756,76.297,0,0
20160805,1350.01,1367.23,1334.64,1335.42,0,77.083,76.559,0,0
20160812,1335.53,1357.13,1329.83,1335.56,0,74.167,75.762,0,0
20160819,1338.06,1357.92,1335.69,1340.94,0,73.659,75.061,0,0
20160826,1340.49,1344.69,1317.93,1320.62,0,56.367,68.829,0,0
20160902,1320.68,1329.89,1302.4,1324.81,0,47.854,61.838,0,0
20160909,1324.06,1352.54,1321.76,1327.52,0,43.429,55.701,0,0
20160916,1327.64,1332,1306.2,1309.89,0,32.803,48.069,0,0
20160923,1309.7,1343.6,1307.92,1337.35,0,39.839,45.326,0,0
20160930,1336.89,1342.02,1313.15,1315.61,0,33.351,41.334,0,0
20161007,1318.16,1319.55,1241.4,1256.8,0,26.64,36.436,0,0
20161014,1256.46,1264.89,1246.08,1250.03,0,20.229,31.034,0,0
20161021,1251,1274.37,1250.1,1265.79,0,20.801,27.623,0,0
20161028,1265.7,1284.11,1260.43,1275.58,0,24.119,26.455,0,0
20161104,1277.15,1307.89,1271.16,1304.06,0,34.872,29.261,0,0
20161111,1292.65,1337.19,1219.01,1227,0,25.386,27.969,0,0
20161118,1227.19,1232.95,1202.92,1208.25,0,18.187,24.708,0,0
20161125,1207.91,1220.96,1170.92,1183.8,0,14.634,21.35,0,0
20161202,1182.96,1197.54,1160.65,1177.01,0,12.845,18.515,0,0
20161209,1180.23,1187.94,1156.28,1159.45,0,9.147,15.392,0,0
20161216,1158.79,1165.71,1122.64,1134.61,0,7.958,12.914,1,0
20161223,1133.69,1142.26,1125.69,1133.26,0,6.955,10.928,0,0
20161230,1132.9,1163.15,1132.2,1151.22,0,9.077,10.311,0,0
20170106,1150.33,1184.89,1145.97,1173.27,0,13.917,11.513,0,0
20170113,1175.42,1206.9,1172.79,1197.18,0,31.803,18.276,0,0
20170120,1199.88,1218.75,1195.77,1208.79,0,50.409,28.987,0,0
20170127,1209.44,1219.92,1180.53,1190.91,0,56.999,38.325,0,0
20170203,1192.56,1225.19,1188.1,1220.13,0,69.688,48.779,0,0
20170210,1219.82,1244.62,1219.13,1233.53,0,76.761,58.107,0,0
20170217,1232.43,1243.71,1216.63,1234.37,0,81.635,65.949,0,0
20170224,1235.1,1260.06,1226.06,1256.83,0,86.914,72.938,0,0
20170303,1257.65,1263.83,1222.77,1234.38,0,82.947,76.274,0,0
20170310,1232.91,1236.77,1194.91,1204.59,0,66.941,73.163,0,0
20170317,1205.47,1233.63,1197.29,1228.7,0,63.903,70.077,1,0
20170324,1229.03,1253.14,1226.81,1243.14,0,67.656,69.27,0,0
20170331,1245.52,1260.92,1239.65,1248.82,0,71.831,70.123,0,0
20170407,1249.07,1270.47,1243.75,1253.76,0,73.849,71.365,0,0
20170414,1253.95,1288.52,1247.04,1286.6,0,81.882,74.871,0,0
20170421,1289.87,1295.38,1273.84,1284.07,0,84.169,77.97,0,0
20170428,1272.75,1278.12,1259.69,1267.77,0,80.286,78.742,0,0
20170505,1268.07,1271.07,1225.64,1228.02,0,64.509,73.998,0,0
20170512,1225.13,1236.47,1214.19,1227.96,0,53.428,67.141,0,0
20170519,1227.91,1264.95,1226.86,1255.21,0,52.46,62.248,0,0
20170526,1255.77,1269.45,1247.77,1266.74,0,56.548,60.348,0,0
20170602,1267.21,1279.42,1259.07,1278.71,0,64.188,61.628,0,0
20170609,1280.53,1295.94,1264.51,1266.15,0,63.979,62.411,0,0
20170616,1266.73,1280.42,1251.42,1253.61,0,58.726,61.183,0,0
20170623,1254.01,1258.75,1240.99,1256.47,0,56.39,59.585,0,0
20170630,1257.65,1258.09,1236.42,1241.29,0,48.643,55.938,0,0
20170707,1241.57,1242.66,1208.1,1212.79,0,34.209,48.695,0,0
20170714,1212.72,1232.77,1204.77,1228.36,0,31.431,42.94,0,0
20170721,1228.96,1255.67,1228.17,1254.69,0,39.205,41.695,0,0
20170728,1254.78,1270.73,1243.69,1268.98,0,49.613,44.335,0,0
20170804,1269.92,1274.03,1254.14,1258.3,0,52.647,47.105,0,0
20170811,1258.9,1291.97,1251.48,1288.83,0,67.231,53.813,0,0
20170818,1289.48,1300.72,1267.21,1283.98,0,72.338,59.988,0,0
20170825,1283.25,1294.23,1276.38,1291.08,0,78.21,66.063,0,0
20170901,1292.23,1328.7,1291.77,1324.68,0,84.392,72.172,0,0
20170908,1334.14,1355.93,1326.06,1346.43,0,87.5,77.282,0,0
20170915,1337.59,1339.16,1319.25,1320.35,0,82.384,78.982,0,0
20170922,1319.37,1319.38,1288.72,1296.87,0,70.716,76.227,1,0
20170929,1296.09,1313.17,1278.09,1279.3,0,56.022,69.492,0,0
20171006,1279.05,1281.07,1261.13,1276.14,0,45.218,61.401,0,0
20171013,1275.82,1303.62,1275.28,1303.59,0,45.075,55.959,0,0
20171020,1303.15,1305.94,1276.93,1280.44,0,36.84,49.586,0,0
20171027,1277.67,1283.27,1264.65,1273.77,0,29.004,42.725,0,0
20171103,1273.39,1283.31,1266.54,1270,0,22.455,35.968,0,0
20171110,1270.24,1288.1,1266.27,1275.73,0,21.207,31.048,0,0
20171117,1275.09,1295.85,1271.58,1294.13,0,33.022,31.706,0,0
20171124,1292.78,1294.5,1275.48,1288.44,0,39.508,34.307,0,0
20171201,1288.84,1298.85,1270.87,1279.82,0,40.242,36.285,0,0
20171208,1274.53,1276.95,1244.15,1248.1,0,28.959,33.843,0,0
20171215,1247.84,1261.28,1236.73,1255.23,0,28.216,31.967,1,0
20171222,1254.86,1275.51,1253.01,1274.77,0,39.223,34.386,0,0
20171229,1274.22,1307.32,1273.56,1302.12,0,57.026,41.933,,
20180105,1302,1325,1302,1319,0,69,51,,
20180112,1319,1339,1307,1337,0,78,60,,
20180119,1336,1344,1324,1331,0,81,67,,
20180126,1333,1366,1327,1349,0,83.51,72.87,,
20180202,1349,1352,1326,1332,0,80.49,75.42,,
20180209,1332,1346,1306,1315,0,74,75,,
20180216,1316,1361,1313,1347,0,76.92,75.62,,
20180224,1347,1351,1320,1328,0,71.07,74.11,,
20180303,1328,1341,1302,1322,0,56.3,68.2,,
20180310,1323,1340,1312,1323,0,48.26,61.55,,
20180317,1323,1330,1309,1314,0,38.38,53.87,,
20180324,1312,1350,1306,1346,0,48.87,52.2,,
20180331,1347,1356,1321,1325,0,45.23,49.88,,
20180406,1325,1348,1319,1333,0,47.53,49.1,,
20180413,1334,1365,1326,1346,0,54.61,50.93,,
20180421,1346,1356,1334,1335,0,53.8,51.89,,
20180428,1334,1336,1315,1324,0,47.17,50.32,,
20180506,1322,1326,1301,1314,0,38.34,46.32,,
20180512,1315,1325,1303,1318,0,34.55,42.4,,
20180520,1318,1322,1284,1292,0,26.46,37.09,,
20180526,1290,1307,1281,1301,0,25.58,33.25,,
20180601,1299,1306,1289,1292,0,21.51,29.34,,
20180609,1292,1303,1289,1298,0,21.01,26.56,,
20180618,1299,1309,1275,1278,0,15.39,22.84,,
